20 graphs in wdGraphs.txt.

** G1: |V|=5, V={0,1,...4}
(u, v, weight) E = { 
      (278, 222, 62.332)
      (278, 334, 44.615)
      (278, 338, 58.416)
      (279,  1, 42.611)
      (279, 11, 35.941)
      (279, 18, 59.100)
      (279, 21, 26.688)
      (279, 52, 22.313)
      (279, 209, 58.449)
      (279, 241,  9.468)
      (280, 57, 75.897)
      (280, 62, 66.329)
      (280, 87, 24.094)
      (280, 166, 73.907)
      (280, 192, 81.297)
      (280, 342, 21.086)
      (281,  0, 42.869)
      (281, 46, 18.929)
      (281, 48, 84.343)
      (281, 74, 60.123)
      (281, 197, 14.075)
      (281, 210, 41.575)
      (281, 243, 60.085)
      (281, 265, 35.704)
      (281, 302, 44.654)
      (282, 68, 41.835)
      (282, 98, 23.915)
      (282, 183, 11.551)
      (282, 196, 34.149)
      (282, 315,  3.356)
      (282, 321, 87.580)
      (282, 340, 62.046)
      (283, 54, 21.902)
      (283, 77, 42.168)
      (283, 87, 60.406)
      (283, 93,  8.796)
      (283, 134, 29.680)
      (283, 140, 64.366)
      (283, 196, 56.685)
      (283, 295, 86.141)
      (283, 329, 46.762)
      (284,  1, 41.963)
      (284, 38, 51.194)
      (284, 179, 89.793)
      (284, 212, 76.983)
      (284, 216, 96.712)
      (284, 285, 22.606)
      (285, 22, 11.495)
      (285, 54, 77.932)
      (285, 61, 35.437)
      (285, 91, 55.582)
      (285, 138, 90.354)
      (285, 159,  9.116)
      (285, 173, 74.858)
      (285, 210, 87.499)
      (285, 261, 41.783)
      (285, 354, 65.209)
      (286,  2,  2.836)
      (286, 20, 98.002)
      (286, 36, 24.305)
      (286, 40, 13.765)
      (286, 82, 99.537)
      (286, 89, 51.186)
      (286, 141, 45.293)
      (286, 144, 72.650)
      (286, 146, 91.987)
      (286, 168, 72.604)
      (286, 177, 63.224)
      (286, 243,  8.698)
      (286, 323, 68.339)
      (287, 35, 56.723)
      (287, 62, 86.844)
      (287, 69, 66.919)
      (287, 80, 39.134)
      (287, 113,  2.766)
      (287, 141, 75.884)
      (287, 170, 54.920)
      (287, 221, 17.053)
      (287, 238, 14.824)
      (287, 247, 86.411)
      (287, 277, 58.218)
      (288, 62, 52.464)
      (288, 305, 20.910)
      (288, 315,  1.175)
      (288, 326, 48.050)
      (288, 330, 88.399)
      (288, 352, 47.927)
      (289, 46, 38.958)
      (289, 126, 87.429)
      (289, 210,  8.028)
      (289, 236, 33.491)
      (289, 331, 65.340)
      (289, 332, 35.236)
      (290,  2, 34.406)
      (290, 21, 76.152)
      (290, 185, 87.585)
      (291, 24, 70.266)
      (291, 41,  6.130)
      (291, 169, 77.883)
      (291, 207, 43.928)
      (292,  1, 47.592)
      (292,  3, 21.363)
      (292, 14, 58.783)
      (292, 26, 13.051)
      (292, 122, 81.767)
      (292, 145, 65.787)
      (292, 173, 55.736)
      (292, 207, 52.635)
      (292, 235, 27.212)
      (292, 258, 35.592)
      (292, 303, 84.001)
      (293,  7,  3.423)
      (293, 29, 71.577)
      (293, 35, 35.796)
      (293, 200, 48.095)
      (293, 227,  1.927)
      (293, 258, 52.868)
      (293, 301, 41.791)
      (293, 319, 88.451)
      (294, 52, 63.577)
      (294, 105, 29.304)
      (294, 129, 71.652)
      (294, 184, 88.745)
      (294, 234, 63.714)
      (294, 244, 76.298)
      (294, 268,  7.737)
      (294, 286,  2.780)
      (294, 308, 86.260)
      (294, 338,  6.470)
      (295, 41, 91.687)
      (295, 54, 61.143)
      (295, 117, 22.415)
      (295, 171,  8.576)
      (295, 258, 44.234)
      (295, 275, 68.726)
      (296,  3, 54.749)
      (296, 15, 42.791)
      (296, 34, 56.853)
      (296, 144,  2.627)
      (296, 231, 65.516)
      (296, 243, 70.612)
      (297, 87,  2.066)
      (297, 284, 40.988)
      (298, 18, 57.608)
      (298, 58, 68.964)
      (298, 79, 95.171)
      (298, 141, 99.698)
      (298, 164,  7.137)
      (298, 209, 82.977)
      (298, 210, 96.780)
      (298, 257,  3.031)
      (298, 313,  0.990)
      (298, 339, 29.934)
      (299, 22, 96.902)
      (299, 32, 38.352)
      (299, 48, 73.910)
      (299, 50, 10.020)
      (299, 83, 64.324)
      (299, 220, 38.557)
      (299, 254, 44.910)
      (299, 258, 66.683)
      (299, 280, 73.268)
      (300,  0, 59.212)
      (300, 71, 45.985)
      (300, 169,  6.207)
      (300, 179, 37.218)
      (300, 234, 97.870)
      (300, 267, 85.740)
      (300, 281, 88.807)
      (301,  9, 24.832)
      (301, 51, 16.042)
      (301, 60, 33.177)
      (301, 110, 36.982)
      (301, 126, 28.006)
      (301, 184, 86.192)
      (301, 190, 80.250)
      (301, 253, 34.768)
      (301, 257, 97.882)
      (301, 298, 53.227)
      (302, 60, 22.233)
      (302, 66, 79.590)
      (302, 90,  7.913)
      (302, 99, 99.722)
      (302, 214, 88.035)
      (302, 290, 72.319)
      (302, 306, 74.762)
      (302, 307, 51.842)
      (303,  4, 40.811)
      (303, 38, 25.695)
      (303, 43, 62.590)
      (303, 56, 68.260)
      (303, 177, 33.404)
      (303, 188,  1.358)
      (303, 234, 65.606)
      (303, 273, 79.960)
      (303, 305, 39.396)
      (303, 327, 77.093)
      (303, 336, 20.370)
      (304,  6, 45.269)
      (304, 56, 33.405)
      (304, 57, 51.900)
      (304, 176, 52.844)
      (304, 192, 81.961)
      (304, 201, 83.428)
      (304, 235,  1.838)
      (304, 247, 66.148)
      (304, 248, 41.075)
      (304, 295, 99.986)
      (304, 354, 10.983)
      (305, 33, 82.626)
      (305, 152,  6.388)
      (305, 200, 98.439)
      (305, 285, 19.717)
      (305, 302, 58.291)
      (306, 62, 27.187)
      (306, 125, 21.534)
      (306, 134,  7.672)
      (306, 268,  0.559)
      (306, 271, 45.906)
      (306, 290, 46.387)
      (306, 304, 45.303)
      (306, 353, 42.055)
      (307, 26, 70.447)
      (307, 33, 66.278)
      (307, 38, 66.452)
      (307, 80, 83.507)
      (307, 117,  5.750)
      (307, 138, 83.407)
      (307, 155, 80.217)
      (307, 197, 64.502)
      (307, 283, 55.254)
      (307, 327, 31.243)
      (307, 328, 29.830)
      (308,  8, 65.686)
      (308, 40, 47.234)
      (308, 138, 53.473)
      (308, 155, 62.361)
      (308, 258, 19.890)
      (308, 301,  2.068)
      (308, 306, 41.824)
      (309, 67, 80.146)
      (309, 236, 80.762)
      (309, 277, 27.936)
      (309, 280, 14.758)
      (309, 288, 23.818)
      (309, 289, 64.713)
      (309, 311, 71.845)
      (310,  2, 86.283)
      (310, 14,  5.629)
      (310, 32, 12.553)
      (310, 63, 15.877)
      (310, 72,  2.186)
      (310, 74, 39.639)
      (310, 76,  4.858)
      (310, 115,  2.967)
      (310, 137, 58.175)
      (310, 156,  4.071)
      (310, 165, 29.465)
      (310, 179, 66.305)
      (310, 200, 49.105)
      (310, 248,  8.572)
      (310, 272, 60.456)
      (310, 342,  2.967)
      (311, 59,  0.168)
      (311, 165, 61.491)
      (311, 173, 22.718)
      (311, 175, 92.978)
      (311, 189, 68.008)
      (311, 272, 39.491)
      (311, 276, 11.839)
      (312, 32, 98.273)
      (312, 73, 13.824)
      (312, 85, 46.936)
      (312, 148, 56.040)
      (312, 165, 32.213)
      (312, 224,  0.285)
      (312, 236, 60.315)
      (312, 267,  4.575)
      (313, 32, 36.076)
      (313, 51, 21.000)
      (313, 67, 26.263)
      (313, 301,  8.767)
      (313, 324, 83.013)
      (313, 333, 78.497)
      (313, 337,  3.476)
      (314, 121, 44.611)
      (314, 148, 16.225)
      (314, 183, 45.111)
      (314, 199, 34.361)
      (314, 228, 75.112)
      (314, 237, 58.546)
      (314, 280, 13.479)
      (315, 27, 54.612)
      (315, 49,  6.403)
      (315, 53,  7.676)
      (315, 89, 93.983)
      (315, 240, 90.829)
      (315, 289, 56.902)
      (315, 351, 49.718)
      (316, 59,  1.350)
      (316, 64, 61.326)
      (316, 93, 79.343)
      (316, 120, 63.548)
      (316, 144, 43.433)
      (316, 156, 58.881)
      (316, 203, 97.785)
      (316, 234, 23.576)
      (316, 259, 11.626)
      (316, 263, 61.685)
      (316, 298, 15.499)
      (317, 182, 71.803)
      (317, 216, 49.081)
      (317, 221, 45.447)
      (317, 270,  5.475)
      (317, 336,  8.648)
      (318, 13, 94.098)
      (318, 27, 17.991)
      (318, 76, 16.761)
      (318, 107, 19.683)
      (318, 110,  6.530)
      (318, 263, 81.110)
      (318, 301, 40.386)
      (318, 306, 18.352)
      (318, 314, 89.545)
      (319, 113, 49.108)
      (319, 118, 71.169)
      (319, 167, 75.872)
      (319, 207,  9.727)
      (319, 268, 10.652)
      (319, 273, 60.656)
      (319, 297, 88.908)
      (319, 350, 53.645)
      (320, 32, 10.261)
      (320, 62, 22.594)
      (320, 64, 29.108)
      (320, 139,  9.107)
      (320, 154, 75.203)
      (320, 172, 32.992)
      (320, 173, 86.148)
      (320, 176, 35.541)
      (320, 225, 65.040)
      (320, 230, 14.600)
      (320, 278, 11.682)
      (320, 330, 39.615)
      (321, 108, 86.483)
      (321, 199, 12.909)
      (321, 211, 76.476)
      (321, 250,  3.468)
      (321, 277, 91.668)
      (321, 316, 97.549)
      (322, 163, 44.744)
      (322, 226, 83.594)
      (322, 353, 13.123)
      (323, 10, 85.233)
      (323, 21, 20.244)
      (323, 46, 12.319)
      (323, 65,  9.876)
      (323, 182, 35.322)
      (323, 211, 88.806)
      (323, 233, 71.100)
      (323, 234, 28.886)
      (323, 240, 84.578)
      (323, 280, 75.179)
      (323, 328, 92.794)
      (323, 341, 26.262)
      (324, 98, 85.418)
      (324, 188,  0.120)
      (324, 252, 54.976)
      (324, 260, 35.267)
      (324, 274, 50.725)
      (324, 305, 30.001)
      (324, 320, 86.931)
      (324, 333, 20.020)
      (324, 339, 22.416)
      (325, 11, 70.089)
      (325, 14, 75.280)
      (325, 44,  4.269)
      (325, 145, 83.721)
      (325, 246,  4.983)
      (325, 253, 70.372)
      (325, 276, 91.341)
      (326,  0, 74.689)
      (326, 57, 26.624)
      (326, 144, 92.446)
      (326, 173, 74.674)
      (326, 210, 96.580)
      (326, 325, 90.352)
      (327, 32, 11.147)
      (327, 181, 12.246)
      (327, 199, 26.557)
      (327, 277, 24.033)
      (327, 337, 21.491)
      (328, 23, 24.901)
      (328, 37, 17.792)
      (328, 44, 56.473)
      (328, 65, 19.586)
      (328, 111, 53.963)
      (328, 293, 61.634)
      (328, 339, 60.198)
      (329, 14, 74.772)
      (329, 37, 13.962)
      (329, 75, 32.748)
      (329, 92,  7.522)
      (329, 212, 62.041)
      (329, 268,  8.810)
      (329, 350,  2.887)
      (330,  8,  3.434)
      (330, 20, 60.806)
      (330, 49, 77.691)
      (330, 273, 46.023)
      (330, 292, 76.794)
      (331, 51, 42.743)
      (331, 64, 55.576)
      (331, 97, 70.576)
      (331, 112,  8.902)
      (331, 242, 62.815)
      (331, 253, 71.265)
      (331, 265, 71.923)
      (331, 308, 35.377)
      (331, 350, 32.492)
      (332, 74, 93.772)
      (332, 81, 28.919)
      (332, 92, 29.663)
      (332, 99, 43.301)
      (332, 119, 63.054)
      (332, 128, 83.679)
      (332, 147, 31.737)
      (332, 325, 76.131)
      (333, 12,  6.593)
      (333, 41, 96.260)
      (333, 74, 75.061)
      (333, 100, 87.998)
      (333, 261, 44.087)
      (333, 342, 95.876)
      (333, 344, 88.974)
      (334, 37,  0.564)
      (334, 44, 53.552)
      (334, 78, 26.693)
      (334, 95,  8.792)
      (334, 114, 13.077)
      (334, 189, 23.047)
      (334, 233,  4.683)
      (334, 243, 99.559)
      (334, 254, 76.596)
      (334, 287, 86.781)
      (334, 327, 18.630)
      (335,  9, 39.215)
      (335, 16, 49.569)
      (335, 95, 62.676)
      (335, 129, 99.168)
      (335, 144, 71.224)
      (335, 173,  0.146)
      (335, 259, 36.487)
      (335, 300, 87.664)
      (335, 323, 32.800)
      (335, 327, 33.707)
      (335, 334, 80.459)
      (335, 348, 76.384)
      (336,  6, 24.075)
      (336, 33, 47.793)
      (336, 44, 42.550)
      (336, 56, 24.867)
      (336, 67, 57.217)
      (336, 79, 99.640)
      (336, 158, 93.903)
      (336, 192, 56.850)
      (336, 253,  7.327)
      (336, 256, 89.501)
      (336, 305, 67.360)
      (336, 314, 86.171)
      (336, 327, 43.697)
      (337, 55, 22.346)
      (337, 193, 54.807)
      (337, 210, 37.138)
      (337, 217,  9.555)
      (337, 262, 22.746)
      (338,  1, 58.782)
      (338, 54, 20.389)
      (338, 100, 37.670)
      (338, 191, 82.925)
      (338, 294, 77.609)
      (338, 306, 39.143)
      (338, 331, 22.585)
      (338, 337, 80.461)
      (338, 340,  6.309)
      (338, 347, 56.266)
      (339,  1, 20.429)
      (339, 70, 62.179)
      (339, 173, 18.379)
      (339, 235, 55.285)
      (339, 241, 29.441)
      (339, 253, 26.218)
      (339, 266, 91.208)
      (340, 15,  8.617)
      (340, 77, 76.376)
      (340, 98, 40.684)
      (340, 160, 80.880)
      (340, 218, 94.183)
      (340, 230, 97.239)
      (340, 295, 30.681)
      (340, 345, 29.513)
      (341, 132, 24.588)
      (341, 138, 49.529)
      (341, 167, 52.442)
      (341, 210, 92.360)
      (341, 226, 76.303)
      (341, 230, 29.495)
      (341, 311, 70.722)
      (341, 312, 99.971)
      (341, 321, 26.848)
      (342, 83, 85.983)
      (342, 149, 47.596)
      (342, 160,  7.479)
      (342, 189, 94.137)
      (342, 196, 46.857)
      (342, 212, 88.497)
      (342, 234, 86.818)
      (342, 250, 21.608)
      (342, 273, 95.358)
      (342, 306, 41.827)
      (342, 315, 73.291)
      (342, 322, 25.583)
      (343, 26, 25.133)
      (343, 72, 64.969)
      (343, 80, 74.004)
      (343, 240, 25.928)
      (343, 255,  8.183)
      (343, 326, 44.300)
      (344, 37, 73.399)
      (344, 61,  4.534)
      (344, 232,  8.820)
      (345, 12, 98.560)
      (345, 81, 75.504)
      (345, 249, 30.363)
      (345, 296, 95.960)
      (345, 309, 32.905)
      (345, 328, 22.269)
      (345, 337, 16.890)
      (346, 28, 54.735)
      (346, 42, 25.016)
      (346, 93,  9.941)
      (346, 103,  2.051)
      (346, 119, 59.223)
      (346, 123, 62.434)
      (346, 166, 62.534)
      (346, 177, 91.816)
      (346, 188, 53.922)
      (346, 239, 12.978)
      (346, 253, 69.379)
      (346, 283, 95.276)
      (346, 288, 32.071)
      (347,  5, 44.455)
      (347, 15, 84.784)
      (347, 20, 53.619)
      (347, 47, 21.293)
      (347, 79, 41.813)
      (347, 84, 77.779)
      (347, 177,  9.000)
      (347, 227, 47.507)
      (347, 237, 84.933)
      (347, 278,  9.506)
      (347, 295, 21.374)
      (348, 77, 82.631)
      (348, 83, 98.491)
      (348, 87, 53.169)
      (348, 100, 70.484)
      (348, 160, 94.972)
      (348, 191, 96.349)
      (348, 329,  7.715)
      (349, 20, 10.693)
      (349, 25, 48.903)
      (349, 27, 92.377)
      (349, 36, 34.488)
      (349, 54, 50.278)
      (349, 78, 61.598)
      (349, 154, 15.805)
      (349, 186, 70.245)
      (349, 193, 34.474)
      (349, 219, 27.251)
      (349, 242, 91.330)
      (349, 246, 56.057)
      (349, 271, 76.927)
      (349, 273, 73.347)
      (349, 334, 89.198)
      (350, 31, 75.763)
      (350, 120, 20.896)
      (350, 150, 42.750)
      (350, 206, 37.873)
      (350, 220, 78.107)
      (350, 278, 46.539)
      (350, 285, 45.339)
      (350, 312, 83.332)
      (350, 343, 34.010)
      (351, 22, 63.075)
      (351, 43, 68.433)
      (351, 45, 54.540)
      (351, 79, 93.416)
      (351, 162, 97.041)
      (351, 172, 34.608)
      (351, 194,  2.236)
      (351, 195, 80.505)
      (351, 236, 41.374)
      (351, 268, 79.237)
      (351, 307, 89.971)
      (351, 310, 40.517)
      (351, 337, 79.424)
      (352,  8,  1.442)
      (352, 41, 61.880)
      (352, 190, 65.368)
      (352, 234, 35.962)
      (352, 243, 95.992)
      (352, 312, 82.113)
      (352, 321, 95.980)
      (352, 323,  2.447)
      (352, 331,  6.264)
      (352, 344, 60.023)
      (352, 354, 28.846)
      (353, 43, 99.872)
      (353, 46, 49.747)
      (353, 49,  4.245)
      (353, 67, 28.914)
      (353, 69,  0.086)
      (353, 122,  2.379)
      (353, 193, 74.099)
      (353, 210, 50.976)
      (353, 268, 48.610)
      (353, 316, 65.037)
      (353, 317, 83.053)
      (353, 332, 19.603)
      (353, 342, 48.158)
      (354,  6, 36.927)
      (354, 33, 95.978)
      (354, 45, 24.486)
      (354, 123, 39.499)
      (354, 190, 77.539)
      (354, 209, 97.025)
      (354, 236, 46.121)
      (354, 284, 44.580)
      (354, 337, 72.648) }
------------------------- 

** G17: |V|=405, V={0,1,...404}
(u, v, weight) E = { 
      ( 0,  2, 40.642)
      ( 0, 27, 60.607)
      ( 0, 47, 82.846)
      ( 0, 84, 38.505)
      ( 0, 108, 80.902)
      ( 0, 144,  9.085)
      ( 0, 167, 91.375)
      ( 0, 182, 98.276)
      ( 0, 194, 74.698)
      ( 0, 215, 95.768)
      ( 0, 236, 44.074)
      ( 0, 254, 74.724)
      ( 0, 330, 89.098)
      ( 0, 364, 51.767)
      ( 1, 16, 96.210)
      ( 1, 70, 31.330)
      ( 1, 73, 77.827)
      ( 1, 101, 88.437)
      ( 1, 104, 54.884)
      ( 1, 144, 60.880)
      ( 1, 197,  1.471)
      ( 1, 286, 32.152)
      ( 1, 325,  9.549)
      ( 2,  4, 14.135)
      ( 2, 158,  8.559)
      ( 2, 197, 39.088)
      ( 2, 203, 97.656)
      ( 2, 352, 27.975)
      ( 3, 61, 23.881)
      ( 3, 92, 20.869)
      ( 3, 99, 88.024)
      ( 3, 140, 36.444)
      ( 3, 170, 36.760)
      ( 3, 178, 88.995)
      ( 3, 215, 79.763)
      ( 3, 357, 24.699)
      ( 4, 16, 23.355)
      ( 4, 118, 84.000)
      ( 4, 182, 93.898)
      ( 4, 185, 78.215)
      ( 4, 210, 32.486)
      ( 4, 230, 68.388)
      ( 4, 238, 80.756)
      ( 4, 263, 55.631)
      ( 4, 284, 12.751)
      ( 4, 285, 30.608)
      ( 4, 300, 99.910)
      ( 4, 374, 74.043)
      ( 4, 383, 61.813)
      ( 5, 17, 79.561)
      ( 5, 67, 24.661)
      ( 5, 111, 86.384)
      ( 5, 162, 22.390)
      ( 5, 199, 63.299)
      ( 5, 238, 84.153)
      ( 5, 240, 20.570)
      ( 5, 264, 33.801)
      ( 5, 271, 35.556)
      ( 5, 286, 76.273)
      ( 5, 293, 13.889)
      ( 6, 143, 73.494)
      ( 6, 151, 50.222)
      ( 6, 167, 19.248)
      ( 6, 170, 72.507)
      ( 6, 194, 84.691)
      ( 6, 239, 84.896)
      ( 6, 277, 13.168)
      ( 6, 287, 55.732)
      ( 6, 303, 73.049)
      ( 6, 373, 12.650)
      ( 7, 158, 34.312)
      ( 7, 172, 49.265)
      ( 7, 182, 13.189)
      ( 7, 190, 71.610)
      ( 7, 202, 58.511)
      ( 7, 247, 91.071)
      ( 7, 258, 61.787)
      ( 7, 322, 48.943)
      ( 7, 328, 32.592)
      ( 7, 356, 35.653)
      ( 7, 360, 63.901)
      ( 8, 122, 76.455)
      ( 8, 178, 31.736)
      ( 8, 207, 90.862)
      ( 8, 216, 73.616)
      ( 8, 263, 10.595)
      ( 8, 345, 68.797)
      ( 8, 347, 90.354)
      ( 8, 390, 19.990)
      ( 9, 35, 67.185)
      ( 9, 53, 40.509)
      ( 9, 169, 19.379)
      ( 9, 203, 64.812)
      ( 9, 211, 92.335)
      ( 9, 244, 19.154)
      ( 9, 263, 11.964)
      ( 9, 283, 80.013)
      ( 9, 294, 95.092)
      ( 9, 310,  5.318)
      ( 9, 346, 38.259)
      ( 9, 364, 11.239)
      ( 9, 391, 46.986)
      (10, 29, 82.726)
      (10, 58, 26.331)
      (10, 99, 25.338)
      (10, 148,  4.612)
      (10, 214, 50.325)
      (10, 260, 77.271)
      (10, 281, 94.323)
      (10, 283, 42.379)
      (10, 341,  0.094)
